event_id,operator,operator_normalized,sub_brand,venue_id,institution,venue_name_as_written,event_type,event_date,date_precision,first_outsourcing,contract_value_usd,contract_length_years,losing_bidders,source_publication,source_date,source_title,source_file,extraction_confidence,needs_review,notes,extras
ev_5b4b0c0b369d9003,Aramark,Aramark,,,University of New Orleans,University of New Orleans,won,1999-01-01,approx,,,10,,|University Wire; Carlsbad |,2016-09-21,Aramark maintains long-term relationship with UNO,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.55,True,Article says Aramark has been with UNO for 17 years as of 2016 (implying ~1999 start) on a 10-year contract renewed twice. Start date is inferred from '17 years' statement. No venue_id match.,
ev_1e45b1926c0664cd,Aramark,Aramark,,,University of New Orleans,University of New Orleans,renewed,,approx,,,,,|University Wire; Carlsbad |,2016-09-21,Aramark maintains long-term relationship with UNO,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.7,True,"Article states Aramark's original 10-year contract has been renewed twice, resulting in a 20-year partnership, and that Aramark has been with UNO for 17 years as of the article date (2016). The initial contract would have started around 1999. The first renewal date is unclear. The second renewal came after Hurricane Katrina (2005). No venue_id match available. This event represents the second renewal (post-Katrina); exact date unknown.","{""original_contract_length_years"": 10, ""total_renewals"": 2, ""total_partnership_years_stated"": 20, ""years_with_university_as_of_article"": 17, ""estimated_contract_start_year"": 1999, ""context"": ""Second renewal came after Hurricane Katrina when other companies were reluctant to bid""}"
ev_121321515d6dd7e1,Aramark,Aramark,,,University of Kentucky,UK,initiative,2016-09-01,month,,,,,"|Courier - Journal; Louisville, Ky. |",2016-09-21,Coke no longer 'local food' in UK cafeterias,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"No matching venue_id in candidate list. Article reports a local food sourcing policy change: UK and Aramark redefining local food metrics to exclude soda and ice from local food purchasing calculations for 2016-2017. This is a program/initiative announcement, not a contract award.","{""initiative_type"": ""local sourcing redefinition"", ""advisory_panel"": ""Food Connection"", ""local_food_pct_2014_2015"": 11.5, ""local_food_pct_2015_2016"": 15.3}"
ev_398b7470a11e4d88,Aramark,Aramark,,,University of Toledo,University of Toledo,renewed,2016-09-12,exact,,23000000,10,,"|The Blade; Toledo, Ohio |",2016-09-17,NATIONAL CHAINS: UT DINING OPTIONS TO EXPAND IN NEXT YEAR; CONTRACT WITH PROVIDER OK'D,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.82,True,"No candidate venue matched. Board of trustees approved a letter of intent on Sept. 12 to finalize the deal, adding 6 years to 4 years remaining on existing contract (total ~10 years). The $23 million figure is described as expected revenue over the next decade. Aramark guaranteed minimum $12.1 million over the life of the contract plus $5M+ in dining site investment and $4.2M in equipment. Article says 'letter of intent to finalize the new deal' was approved — this is board approval but technically still a letter of intent, not yet finalized. Confidence slightly reduced accordingly.","{""capital_investment"": ""$5 million+ dining site revamp"", ""equipment_spending"": ""$4.2 million"", ""upfront_discretionary"": ""$1.5 million"", ""minimum_guarantee"": ""$12.1 million over life of contract"", ""no_competitive_bid"": true, ""consultant_evaluated"": true, ""early_termination_penalty"": ""$2 million approximately""}"
ev_27d4954e8c27323d,Aramark,Aramark,,,University of Toledo,University of Toledo,renewed,2016-09-12,exact,,23000000,10,,|TCA Regional News; Chicago |,2016-09-17,UT dining options to expand in next year,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"No venue_id matched. Board of trustees approved letter of intent on Sept. 12 to finalize the deal; article says 6 years added to 4 years remaining, making total remaining ~10 years. Contract expected to generate ~$23M over next decade. Aramark guaranteed minimum $12.1M, plus $5M+ in dining site investment, $4.2M equipment, $1.5M up-front discretionary dollars. No competitive bids were sought. Article describes this as a letter of intent to 'finalize' the new deal — the board approved the LOI but the deal may not be fully executed yet. Confidence slightly reduced for this reason.","{""capital_investment"": ""$5 million+ dining site revamp, $4.2 million equipment care/replacement, $100K/year for 10 years at university discretion"", ""upfront_payment"": ""$1.5 million discretionary"", ""minimum_guarantee"": ""$12.1 million over contract life"", ""no_competitive_bids"": true, ""price_cap"": ""CPI-linked"", ""years_added"": 6, ""years_remaining_on_existing"": 4}"
ev_f2f8e0bbaf01a767,Bon Appétit,Compass,bon appetit,,University of Chicago,Bartlett Dining Hall,won,2016-07-01,exact,,,,"[""Sodexo""]",|University Wire; Carlsbad |,2016-09-16,While You Were Writing Your Uncommon Essay...,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.92,True,No venue_id match for Bartlett Dining Hall / University of Chicago dining services. Article says Bon Appétit 'took over on July 1' (2016). The contract covers UChicago dining broadly; Bartlett Dining Hall is mentioned as the specific location of the screw incident. Sodexo named as losing bidder alongside Aramark.,"{""incumbent"": ""Aramark"", ""incumbent_tenure_years"": 27}"
ev_c03f638e8b8b1b84,Aramark,Aramark,,,University of Chicago,Bartlett Dining Hall,lost,2016-07-01,exact,,,,,|University Wire; Carlsbad |,2016-09-16,While You Were Writing Your Uncommon Essay...,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.92,True,"No venue_id match. Aramark described as 'the University's food supplier of 27 years' — lost to Bon Appétit effective July 1, 2016. The 27-year tenure implies Aramark held the contract since approximately 1989.","{""tenure_years"": 27}"
ev_297eec1ddc041a95,Aramark Services,Aramark,,,U.S. Coast Guard,USCG Academy,won,2016-09-15,exact,,29678469.29,,,"|Targeted News Service; Washington, D.C. |",2016-09-15,Federal Contracts Awarded by Federal Agencies in Virginia (Sept. 15),articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"Federal contract for 'full food services' at USCG Academy in New London, CT. No candidate venue matches this location. The article describes a federal government contract award, not a typical stadium/arena concessions contract. Place of performance is the U.S. Coast Guard Academy.","{""contract_description"": ""full food services"", ""place_of_performance"": ""USCG Academy, New London, Connecticut"", ""naics"": ""722310""}"
ev_bdfb6f8e95b8eba0,Sodexo,Sodexo,,,Temple University,Temple,expired,2017-06-01,month,,24000000,10,,|University Wire; Carlsbad |,2016-09-13,University looking at food vendors,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,No matching venue_id in candidate list for Temple University. Article states Sodexo's ~$24M contract expires June 2017. The RFP process is ongoing and no new contract has been awarded yet — only the expiration is a decided fact. Sodexo has been Temple's provider for 28 years per the article. Contract value described as 'nearly $24 million'.,"{""incumbent_tenure_years"": 28, ""bidders_named"": [""Sodexo"", ""Aramark""], ""dining_locations"": 17, ""campuses_served"": 3}"
ev_9894fba1b01080df,Aramark Correctional Services,Aramark Correctional Services,,,Tom Green County,Tom Green County Jail,renewed,2016-08-01,month,,,1,,|Standard Times; San Angelo |,2016-09-12,Police seeking info on Sept. 11 memorial destruction,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.82,True,"No candidate venue matches Tom Green County Jail. Article says Aramark's contract 'automatically renewed at the end of August for another year' and 'is set to expire again in 2017.' This is a correctional facility food service contract, not a stadium/arena. Venue unmatched.","{""facility_type"": ""county jail"", ""renewal_type"": ""automatic""}"
ev_a493acde83f2b7cf,Aramark Correctional Services,Aramark Correctional Services,,,Tom Green County,Tom Green County Jail,violation,2016-08-02,exact,,,,,|Standard Times; San Angelo |,2016-09-12,Police seeking info on Sept. 11 memorial destruction,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"Two Aramark Correctional Services food service workers arrested for improper sexual relationships with inmates. Cases submitted to grand jury. No candidate venue matches Tom Green County Jail. This is a correctional facility, not a stadium/arena.","{""violation_type"": ""improper sexual activity with persons in custody"", ""employees_involved"": [""Luis Carlos Ayala"", ""Shannon Lorrian Strasburg""], ""facility_type"": ""county jail""}"
ev_0100a2ac6b81113d,Aramark Correctional Services,Aramark Correctional Services,,,Michigan Department of Corrections,state prison properties,won,2013-12-01,month,,145000000,3,,"|Lansing State Journal; Lansing, Mich. |",2016-09-09,Worker is fired for kissing inmate,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"No matching venue_id - this is a statewide prison food service contract covering 33 facilities, not a single stadium/arena venue. Article states Aramark began in December 2013, replacing ~370 unionized state employees. First outsourcing from state employees may be true but article doesn't explicitly say it was the first-ever outsourcing.","{""scope"": ""33 Michigan prison facilities, ~43,000 prisoners"", ""replaced"": ""approximately 370 unionized state employees""}"
ev_1fc8805b011c2e80,Aramark Correctional Services,Aramark Correctional Services,,,Michigan Department of Corrections,state prison properties,lost,2015-08-01,month,,,,,"|Lansing State Journal; Lansing, Mich. |",2016-09-09,Worker is fired for kissing inmate,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,No matching venue_id - statewide prison food contract. Article says Trinity replaced Aramark in August 2015.,
ev_ca0859e280559ae9,Trinity Services Group,Trinity Services Group,,,Michigan Department of Corrections,state prison properties,won,2015-08-01,month,,158800000,3,,"|Lansing State Journal; Lansing, Mich. |",2016-09-09,Worker is fired for kissing inmate,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"No matching venue_id - statewide prison food contract, not a stadium/arena/convention center. Trinity Services Group is not on the known operator list. Article says Trinity replaced Aramark in August 2015. Contract value is estimated at $158.8M over 3 years.","{""scope"": ""33 Michigan prison facilities, ~43,000 prisoners"", ""headquarters"": ""Florida""}"
ev_22702e580d9e9660,Trinity Services Group,Trinity Services Group,,,Michigan Department of Corrections,Michigan prisons,won,2015-08-01,month,,,,,"|Livingston County Daily Press & Argus; Howell, Mich. |",2016-09-09,Food worker is fired for kissing inmate in cooler,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"Article states Trinity replaced Aramark as Michigan's prison food contractor in August 2015. No candidate venue matches; this is a statewide prison food service contract, not a stadium/arena/convention center. May be out of scope.",
ev_fdbd67926c4df7ee,Aramark Correctional Services,Aramark Correctional Services,,,Michigan Department of Corrections,Michigan prisons,lost,2015-08-01,month,,,,,"|Livingston County Daily Press & Argus; Howell, Mich. |",2016-09-09,Food worker is fired for kissing inmate in cooler,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"Article states Aramark was replaced by Trinity as Michigan's prison food contractor in August 2015. No candidate venue matches; this is a statewide prison food service contract, not a stadium/arena/convention center. May be out of scope.",
ev_d43a44138dcf3ec5,Chartwells,Compass,Chartwells,,Southwest State University,SMSU campus,won,,approx,,,,,|University Wire; Carlsbad |,2016-09-08,Starbucks to be student-run,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.8,True,"Article refers to SMSU (Southwest State University, Marshall, MN) — not University of Minnesota. No matching venue_id in candidates. The switch from Aramark to Chartwells is described as having already occurred but no date is given.",
ev_f589bb1d345c1fa4,Aramark,Aramark,,,Southwest State University,SMSU campus,lost,,approx,,,,,|University Wire; Carlsbad |,2016-09-08,Starbucks to be student-run,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.8,True,"Article states Aramark was the previous food service provider at SMSU before Chartwells took over. No venue_id match — SMSU is Southwest Minnesota State University in Marshall, MN, not University of Minnesota. No date given for the switch.",
ev_02610c1a3e46c43c,Chartwells,Compass,Chartwells,,Southwest State University,SMSU campus,won,,approx,,,,,|University Wire; Carlsbad |,2016-09-08,Starbucks to be student-run,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"No venue_id match — SMSU (Southwest Minnesota State University, Marshall MN) is not in the candidate venue list. The article says Chartwells is 'SMSU's new food service provider after switching from Aramark,' but gives no exact date for the switch. The article is from Sept 2016 and describes Chartwells as already in place.",
ev_7e23c8700e5c112a,Aramark,Aramark,,,Southwest State University,SMSU campus,lost,,approx,,,,,|University Wire; Carlsbad |,2016-09-08,Starbucks to be student-run,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"No venue_id match — SMSU (Southwest Minnesota State University, Marshall MN) is not in the candidate venue list. Aramark was the previous food service provider, replaced by Chartwells. No exact date given for the switch.",
ev_ebcf556433c35988,Aramark,Aramark,,,University of Louisville,U of L,won,,approx,,,,,|University Wire; Carlsbad |,2016-09-08,Aramark refreshes U of L's dining options,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,Article describes Aramark as having replaced Sodexo at the University of Louisville. No specific date given for when the switch occurred; article published 2016-09-08 describes changes noticed by returning students (implying start around fall 2016). No candidate venue matches the University of Louisville; needs review.,"{""named_brands"": [""Mark's Feed Store"", ""Panda Express"", ""Starbucks"", ""Twisted Taco"", ""Au Bon Pain"", ""P.O.D Express""]}"
ev_ed6542c6ac3411e7,Sodexo,Sodexo,,,University of Louisville,U of L,lost,,approx,,,,,|University Wire; Carlsbad |,2016-09-08,Aramark refreshes U of L's dining options,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,Article states Sodexo was the previous food services provider at U of L and has been replaced by Aramark. No specific date given. No candidate venue matches. Needs review.,
ev_6d593eeb311d29ff,Chartwells,Compass,Chartwells,,Southwest State University,SMSU,won,2016-07-01,month,,,,,|University Wire; Carlsbad |,2016-09-08,Starbucks to be student-run,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.8,True,"Article says Chartwells is 'SMSU's new food service provider after switching from Aramark.' SMSU is Southwest Minnesota State University in Marshall, MN — not matched to any candidate venue. Date inferred from 'As of July' in article dated Sept 2016.",
ev_9237db883fc6d2ee,Aramark,Aramark,,,Southwest State University,SMSU,lost,2016-07-01,month,,,,,|University Wire; Carlsbad |,2016-09-08,Starbucks to be student-run,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.8,True,"Aramark named as the previous food service provider replaced by Chartwells. SMSU (Southwest Minnesota State University, Marshall MN) does not match any candidate venue. Date inferred from 'As of July' context.",
ev_4203f9045b98efed,Trinity Food Services,Trinity Food Services,,,State of Michigan,Michigan prison food service,won,2015-09-01,month,False,,,,"|Detroit Free Press; Detroit, Mich. |",2016-09-07,Prison food staffer fired on suspicion of drugs,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.8,True,"Article states Trinity replaced Aramark Correctional Services in September 2015 for Michigan's privatized prison food service. No candidate venue matches — this is a statewide prison food service contract, not a stadium/arena/convention center. The state first outsourced prison food in December 2013 (to Aramark), so this is not first_outsourcing. Venue not in candidate list.","{""incumbent"": ""Aramark Correctional Services"", ""scope"": ""statewide prison food service"", ""first_outsourcing_date"": ""2013-12""}"
ev_eb1bea5b8402c598,Aramark Correctional Services,Aramark Correctional Services,,,State of Michigan,Michigan prison food service,lost,2015-09-01,month,,,,,"|Detroit Free Press; Detroit, Mich. |",2016-09-07,Prison food staffer fired on suspicion of drugs,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.8,True,"Article states Trinity replaced Aramark Correctional Services in September 2015. Aramark had held the contract since December 2013 when Michigan first privatized prison food. No candidate venue matches — statewide prison system, not a stadium/arena/convention center.","{""successor"": ""Trinity Food Services"", ""scope"": ""statewide prison food service"", ""contract_start"": ""2013-12""}"
ev_5b17059ccc583b50,Trinity Food Services,Trinity Food Services,,,State of Michigan,Cotton Correctional Facility,violation,2016-09-01,month,,,,,"|Detroit Free Press; Detroit, Mich. |",2016-09-07,Prison food staffer fired on suspicion of drugs,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"Trinity employee caught with suspected drugs at Cotton Correctional Facility on Thursday (likely Sept 1, 2016). No candidate venue matches. This is a correctional facility, not a stadium/arena/convention center.","{""violation_type"": ""suspected drug smuggling by employee""}"
ev_a36bf206a66e4483,Trinity Food Services,Trinity Food Services,,,Michigan Department of Corrections,Cotton Correctional Facility,violation,2016-09-01,month,,,,,"|Lansing State Journal; Lansing, Mich. |",2016-09-07,Worker suspected of having drugs,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"No matching venue_id in candidate list. Article reports a Trinity Food Services worker was caught with suspected drugs at Cotton Correctional Facility near Jackson, MI. This is a correctional facility, not in our venue spine. Article also confirms Trinity replaced Aramark in September 2015 and privatization began December 2013.",
ev_f8fc477c2be54fd8,Trinity Food Services,Trinity Food Services,,,Michigan Department of Corrections,Ionia Correctional Facility,violation,2016-05-01,month,,,,,"|Lansing State Journal; Lansing, Mich. |",2016-09-07,Worker suspected of having drugs,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.7,True,"No matching venue_id in candidate list. In May 2016, a Trinity worker at Ionia Correctional Facility was fired after allegedly found with heroin and meth. Correctional facility not in our venue spine.",
ev_ee0b16f565ec83f6,Aramark,Aramark,,,University of Louisville,U of L,won,2016-08-01,approx,,,15,,|University Wire; Carlsbad |,2016-09-03,U of L answers dining questions,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"No candidate venue matched University of Louisville campus dining. Article describes Aramark's first two weeks as U of L's dining partner as of early September 2016, so contract start is approximately August 2016. 15-year contract includes $33 million in renovations. Article mentions Sodexo as the predecessor operator at the Ville Grill.","{""capital_investment_usd"": 33000000, ""capital_investment_description"": ""$33 million in renovations of restaurants"", ""meal_plan_price_increases"": ""3% or inflation (whichever is greater) for first 3 years"", ""incumbent"": ""Sodexo""}"
ev_19612d8dd1f9846d,Sodexo,Sodexo,,,University of Louisville,Ville Grill,lost,2016-08-01,approx,,,,,|University Wire; Carlsbad |,2016-09-03,U of L answers dining questions,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.7,True,"No candidate venue matched University of Louisville. Article says 'Sodexo-ran Ville Grill' in past tense, implying Sodexo was the predecessor operator. Ville Grill is part of U of L campus dining. Sodexo is identified only as running the Ville Grill, but the context implies they were the overall campus dining operator replaced by Aramark.",
ev_f57b4ea2d4198326,Aramark,Aramark,,,University of Louisville,U of L,won,2016-08-01,approx,,,15,,|University Wire; Carlsbad |,2016-09-03,U of L answers dining questions,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.88,True,"No candidate venue matched University of Louisville campus dining. Article describes Aramark's first two weeks as dining partner, with a 15-year contract including $33M in renovations. Event date approximated from fall semester 2016 start (Aug 21 mentioned). The $33M is described as renovation investment, not necessarily total contract value, so left null.","{""capital_investment_usd"": 33000000, ""capital_investment_notes"": ""$33 million in renovations of restaurants"", ""built_in_meal_plan_increases"": ""3% or inflation (whichever greater) for first 3 years"", ""incumbent"": ""Sodexo""}"
ev_cc41f3a8a5c4d46c,Sodexo,Sodexo,,,University of Louisville,Ville Grill,lost,2016-08-01,approx,,,,,|University Wire; Carlsbad |,2016-09-03,U of L answers dining questions,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"No candidate venue matched. Article refers to 'Sodexo-ran Ville Grill' in past tense, implying Sodexo was the previous dining operator at U of L, now replaced by Aramark. The Ville Grill is part of U of L campus dining. Venue name as written uses the specific dining hall name mentioned in context of Sodexo's operation.","{""violation_history"": ""four C ratings from Health Department in three years under Sodexo""}"
ev_10286f439ee953e2,Sodexo America,Sodexo,,,University of Maine at Farmington,University of Maine at Farmington,won,,approx,,,,,|TCA Regional News; Chicago |,2016-08-26,BRIEF: Farmington board hires policeman,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"No candidate venue matches University of Maine at Farmington. Article says Sodexo America 'has taken over' food service, implying recent switch. No specific date given.",
ev_d03915d04fee81c9,Aramark,Aramark,,,University of Maine at Farmington,University of Maine at Farmington,lost,,approx,,,,,|TCA Regional News; Chicago |,2016-08-26,BRIEF: Farmington board hires policeman,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"No candidate venue matches University of Maine at Farmington. Article states Sodexo America took over from Aramark, so Aramark lost the contract. No specific date given.",
ev_53f3724bb634c03f,Sodexo America,Sodexo,,,University of Maine at Farmington,University of Maine at Farmington,won,,approx,,,,,"|Sun Journal; Lewiston, Me. |",2016-08-25,Farmington board hires policeman,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"No matching venue in candidate list. Article says Sodexo America 'has taken over' food service at UMaine Farmington, replacing Aramark. Date not stated; article published 2016-08-25, event likely shortly before.",
ev_6ecda175813bf0b8,Aramark,Aramark,,,University of Maine at Farmington,University of Maine at Farmington,lost,,approx,,,,,"|Sun Journal; Lewiston, Me. |",2016-08-25,Farmington board hires policeman,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,No matching venue in candidate list. Article states Aramark was the former food service provider replaced by Sodexo America. Date not stated.,
ev_3f56dfa6a6530881,Chartwells,Compass,Chartwells,wd-Q6794182,University of Texas at Arlington,University of Texas - Arlington,won,2016-06-06,approx,,,,,|University Wire; Carlsbad |,2016-08-22,New food distributor refreshes UTA's cuisine,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,False,"Article describes Chartwells as the new university food distributor, replacing Aramark. Outtakes Quick Cuisine stores opened June 6, suggesting the transition happened around that time. Chartwells funded renovations and was chosen for its customer service delivery model. Venue matched to Maverick Stadium (UTA campus) as the university venue; the contract covers multiple campus locations including University Center, Maverick Activities Center, University Club, College Park District, etc.","{""campus_locations_served"": [""residential dining"", ""University Center Plaza"", ""UC Starbucks"", ""Maverick Activities Center"", ""University Center Market"", ""Einstein Bros. Bagels"", ""University Club"", ""College Park District""], ""renovations_funded_by_operator"": true}"
ev_e1e02178446ca129,Aramark,Aramark,,wd-Q6794182,University of Texas at Arlington,University of Texas - Arlington,lost,2016-06-06,approx,,,,,|University Wire; Carlsbad |,2016-08-22,New food distributor refreshes UTA's cuisine,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,False,Article identifies Aramark as 'the old food distributor' replaced by Chartwells. Date approximated from the June 6 opening of Outtakes stores under new operator.,
ev_79756416ee45996e,"ARAMARK Educational Services of Texas, Inc.","ARAMARK Educational Services of Texas, Inc.",Aramark Educational Services,,Sam Houston State University,SHSU,renewed,,approx,,,,,"|US Fed News Service, Including US State News; Washington, D.C. |",2016-08-20,"REGENTS APPROVE DEGREE CHANGES, RECOGNIZE FACULTY",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.55,True,"Article describes approval of Amendment No. 13 to a 2005 Food Service Contract with Aramark Educational Services. This is an amendment to an existing contract (reducing commissions beginning June 1, 2018, to support expansion of food service operations), not a new award or a renewal per se. Classified as 'renewed' since it extends/modifies an existing contract, but reviewer should verify whether this qualifies as a contract event or is merely an amendment. No candidate venue matches Sam Houston State University. Original contract dates to 2005.","{""amendment_number"": 13, ""original_contract_year"": 2005, ""commission_change"": ""reduced commissions for branded and non-board cash sales beginning June 1, 2018"", ""expansion_details"": ""two new branded food venues in Lowman Student Center following renovations""}"
ev_1ce7bd4d51695bb7,Aramark,Aramark,,,Florida Gulf Coast University,FGCU,lost,,approx,,,,,"|The News Press; Fort Myers, Fla. |",2016-08-17,Back to school at FGCU: Five things to know for 2016,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,True,No candidate venue matches Florida Gulf Coast University (FGCU). Article says FGCU 'cutting ties' with Aramark as its former food service management company. Exact date of contract end not stated; happened before 2016-17 school year.,
ev_ba3582e42d4248f2,Chartwells,Compass,Chartwells,,Florida Gulf Coast University,FGCU,won,,approx,,,,,"|The News Press; Fort Myers, Fla. |",2016-08-17,Back to school at FGCU: Five things to know for 2016,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,True,No candidate venue matches Florida Gulf Coast University (FGCU). Article states 'The university decided to contract with Chartwells after doing a two-year review of its dining and catering needs.' Exact date not stated; in effect by start of 2016-17 school year.,
ev_63e00132b530584f,Aramark,Aramark,,,,Rock and Roll Hall of Fame,won,,approx,,,,,|Fair Disclosure Wire; Linthicum |,2016-08-10,Q3 2016 Aramark Earnings Call - Final,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.7,True,"Mentioned as a 'new business win' in Q3 2016 earnings call. No venue_id match found among candidates. No specific date given. The Rock and Roll Hall of Fame is in Cleveland, OH.",
ev_63e00132b530584f,Aramark,Aramark,,,,Yosemite National Park,won,,approx,,,,,|Fair Disclosure Wire; Linthicum |,2016-08-10,Q3 2016 Aramark Earnings Call - Final,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"Described as 'first quarter of full operations at Yosemite' and 'hit the ground running in Yosemite National Park', indicating a recently won contract. Approx $45M revenue recorded in the quarter. No venue_id match among candidates. This is a national park, not a stadium/arena/convention center - may be out of scope.",
ev_d93165ae10ec1bd6,Aramark,Aramark,,,Tennessee Department of Correction,Tennessee Department of Correction,won,2016-10-01,exact,,,,,"|The Daily News Journal; Murfreesboro, Tenn. |",2016-08-08,State picks prison food provider Aramark,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.55,True,"Article says department 'plans to award' and expected start date is Oct 1, 2016, but contract has not yet been finalized ('After the State and Aramark negotiate and finalize a contract...'). This is a prison food services contract, not a stadium/arena/convention center. No matching venue_id. Borderline whether this counts as decided — the department announced the selection but contract not yet signed.","{""incumbent"": ""TRICOR (Tennessee Rehabilitative Initiative in Correction)"", ""facility_type"": ""state prison system""}"
ev_535c9491784104c8,TRICOR,TRICOR,,,Tennessee Department of Correction,Tennessee Department of Correction,lost,2016-10-01,exact,,,,,"|The Daily News Journal; Murfreesboro, Tenn. |",2016-08-08,State picks prison food provider Aramark,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.55,True,"TRICOR is not a standard food-service operator; it is a state rehabilitation program that ran a cook-chill food program for TN prisons. This is a prison contract, not a stadium/arena/convention center venue. No venue_id match. The contract end is announced but Aramark contract not yet finalized.","{""successor"": ""Aramark"", ""facility_type"": ""state prison system""}"
ev_e0f052ff96215591,Aramark,Aramark,,,Michigan Department of Corrections,Michigan Department of Corrections,expired,2015-01-01,year,,145000000,1.5,,"|The Daily News Journal; Murfreesboro, Tenn. |",2016-08-08,State picks prison food provider Aramark,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.6,True,"Article says Michigan and Aramark mutually agreed to end their $145M 3-year contract 18 months early in 2015. This is a prison food contract, not a stadium/arena/convention center. Original contract was $145M over 3 years; ended 18 months in. Date is approximate — article says '2015' with no month. No venue_id match. Contract value listed is the original full contract value, not what was actually paid.","{""facility_type"": ""state prison system"", ""original_contract_length_years"": 3, ""early_termination"": true, ""violations_noted"": [""meal shortages"", ""maggots in food"", ""rodent-chewed food"", ""employee misconduct"", ""drug smuggling""], ""fines"": ""$200,000 in August 2014""}"
ev_22f81347b12bfe06,Aramark,Aramark,,,Tennessee Department of Correction,Tennessee Department of Correction,won,2016-10-01,exact,,,,,"|The Tennessean; Nashville, Tenn. |",2016-08-08,"Tennessee picks Aramark, another prison food provider with troubled past",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.72,True,"No matching venue_id — this is a state prison system food services contract, not a stadium/arena. The article says 'the department plans to award' and 'expected start date for food delivery will be October 1, 2016' — the contract had not yet been finalized at article date, but the department announced Aramark as the chosen provider. The contract and its finalization were still pending negotiation. Borderline between a decided award and a pending decision.","{""named_incumbent"": ""TRICOR (Tennessee Rehabilitative Initiative in Correction)""}"
