venue_name,venue_type,city,state,lat,lng,operator,start_date,start_precision,end_date,end_precision,end_status,exit_mode,source,notes,extras,tenure_id,venue_id,operator_normalized,derived_from,known_through,render_end_year,render_end_basis,end_inferred_from,needs_review,review_reasons
University of Chicago,other,,,,,Aramark,,,2016-09-01,month,ended,lost_bid,|University Wire; Carlsbad | 2016-10-26,,"{""needs_review"": true, ""review_reasons"": [""run ends with no award ever reported \u2014 start unknown"", ""start_date unknown"", ""venue never matched the spine \u2014 not mappable""], ""known_through"": ""2016-09-01"", ""event_count"": 1}",sp-f937662379,,Aramark,ev_09c088f6f5d38aaf,2016-09-01,2016,reported end,,True,run ends with no award ever reported — start unknown; start_date unknown; venue never matched the spine — not mappable
University of Chicago,other,,,,,Compass,2016-09-01,month,,,unknown,,|University Wire; Carlsbad | 2016-10-26,,"{""needs_review"": true, ""review_reasons"": [""venue never matched the spine \u2014 not mappable""], ""known_through"": ""2016-09-01"", ""event_count"": 1, ""sub_brands"": [""Bon App\u00e9tit""]}",sp-9c94113394,,Compass,ev_002f8e6005d37fe7,2016-09-01,2016,evidence stops here; the end is unknown,,True,venue never matched the spine — not mappable
University of Maine at Farmington,other,,,,,Aramark,,,,,unknown,,"|TCA Regional News; Chicago | 2016-08-26; |Sun Journal; Lewiston, Me. | 2016-08-25",,"{""needs_review"": true, ""review_reasons"": [""2 undated event(s) could not be placed on the timeline"", ""start_date unknown"", ""venue never matched the spine \u2014 not mappable""], ""known_through"": null, ""event_count"": 2}",sp-63a5025d7e,,Aramark,ev_d03915d04fee81c9 ev_6ecda175813bf0b8,,,evidence stops here; the end is unknown,,True,2 undated event(s) could not be placed on the timeline; start_date unknown; venue never matched the spine — not mappable
University of Maine at Farmington,other,,,,,Sodexo,,,,,unknown,,"|TCA Regional News; Chicago | 2016-08-26; |Sun Journal; Lewiston, Me. | 2016-08-25",,"{""needs_review"": true, ""review_reasons"": [""2 undated event(s) could not be placed on the timeline"", ""start_date unknown"", ""venue never matched the spine \u2014 not mappable""], ""known_through"": null, ""event_count"": 2}",sp-466064802c,,Sodexo,ev_10286f439ee953e2 ev_53f3724bb634c03f,,,evidence stops here; the end is unknown,,True,2 undated event(s) could not be placed on the timeline; start_date unknown; venue never matched the spine — not mappable
University of Maine System,other,,,,,Aramark,,,2016-01-01,year,ended,lost_bid,"|Portland Press Herald; Portland, Me. | 2016-10-23",,"{""needs_review"": true, ""review_reasons"": [""run ends with no award ever reported \u2014 start unknown"", ""start_date unknown"", ""venue never matched the spine \u2014 not mappable""], ""known_through"": ""2016-01-01"", ""event_count"": 1}",sp-5f97fcec32,,Aramark,ev_a6774d5494232339 ev_2965784eba04f957,2016-01-01,2016,reported end,,True,run ends with no award ever reported — start unknown; start_date unknown; venue never matched the spine — not mappable
University of Maine System,other,,,,,Sodexo,2016-01-01,year,,,unknown,,"|Portland Press Herald; Portland, Me. | 2016-10-23",,"{""needs_review"": true, ""review_reasons"": [""venue never matched the spine \u2014 not mappable""], ""known_through"": ""2016-01-01"", ""event_count"": 1}",sp-336ee271ac,,Sodexo,ev_e3f304b01ecabdf4 ev_c879640f6f86d456,2016-01-01,2016,evidence stops here; the end is unknown,,True,venue never matched the spine — not mappable
University of New Orleans,other,,,,,Aramark,1999-01-01,approx,,,unknown,,|University Wire; Carlsbad | 2016-09-21,,"{""needs_review"": true, ""review_reasons"": [""2 undated event(s) could not be placed on the timeline"", ""venue never matched the spine \u2014 not mappable""], ""known_through"": ""1999-01-01"", ""event_count"": 3}",sp-a2c0a068a7,,Aramark,ev_5b4b0c0b369d9003 ev_f2781fa189f4adde ev_1e45b1926c0664cd,1999-01-01,1999,evidence stops here; the end is unknown,,True,2 undated event(s) could not be placed on the timeline; venue never matched the spine — not mappable
University of Toledo,other,,,,,Aramark,,,,,unknown,,"|The Blade; Toledo, Ohio | 2016-09-17; |TCA Regional News; Chicago | 2016-09-17; |US Fed News Service, Including US State News; Washington, D.C. | 2016-09-25",,"{""needs_review"": true, ""review_reasons"": [""renewal with no award ever reported \u2014 start unknown"", ""start_date unknown"", ""venue never matched the spine \u2014 not mappable""], ""known_through"": ""2016-09-12"", ""event_count"": 1}",sp-0f1a1f4f84,,Aramark,ev_398b7470a11e4d88 ev_27d4954e8c27323d ev_93466f08afeb4b74,2016-09-12,2016,evidence stops here; the end is unknown,,True,renewal with no award ever reported — start unknown; start_date unknown; venue never matched the spine — not mappable
University of Toronto,other,,,,,Aramark,,,2016-01-01,month,ended,lost_bid,|Maclean's; Toronto | 2016-11-07,,"{""needs_review"": true, ""review_reasons"": [""run ends with no award ever reported \u2014 start unknown"", ""start_date unknown"", ""overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)"", ""venue never matched the spine \u2014 not mappable""], ""known_through"": ""2016-01-01"", ""overlaps_with"": [""University of Toronto""], ""event_count"": 1}",sp-c915fdc455,,Aramark,ev_f587c1b0c7582dbc ev_2c9adfc73a07f5c3,2016-01-01,2016,reported end,,True,"run ends with no award ever reported — start unknown; start_date unknown; overlaps another operator at this venue (prime vs sub-contract, or a bad pairing); venue never matched the spine — not mappable"
University of Toronto,other,,,,,University of Toronto,,,2016-01-01,month,ended,self_op_conversion,|Maclean's; Toronto | 2016-11-07,,"{""needs_review"": true, ""review_reasons"": [""run ends with no award ever reported \u2014 start unknown"", ""start_date unknown"", ""overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)"", ""venue never matched the spine \u2014 not mappable""], ""known_through"": ""2016-01-01"", ""overlaps_with"": [""Aramark""], ""event_count"": 1}",sp-baaa5a1d9c,,University of Toronto,ev_3d844a0a15b3ac55 ev_0d84f3aac24baa25,2016-01-01,2016,reported end,,True,"run ends with no award ever reported — start unknown; start_date unknown; overlaps another operator at this venue (prime vs sub-contract, or a bad pairing); venue never matched the spine — not mappable"
USCG Academy,other,,,,,Aramark,2016-09-15,exact,,,unknown,,"|Targeted News Service; Washington, D.C. | 2016-09-15",,"{""needs_review"": true, ""review_reasons"": [""venue never matched the spine \u2014 not mappable""], ""known_through"": ""2016-09-15"", ""event_count"": 1}",sp-4f2dacdf27,,Aramark,ev_297eec1ddc041a95,2016-09-15,2016,evidence stops here; the end is unknown,,True,venue never matched the spine — not mappable
Vassar,other,,,,,Aramark,,,2017-09-01,month,ended,lost_bid,|University Wire; Carlsbad | 2016-10-26,,"{""needs_review"": true, ""review_reasons"": [""run ends with no award ever reported \u2014 start unknown"", ""start_date unknown"", ""venue never matched the spine \u2014 not mappable""], ""known_through"": ""2017-09-01"", ""event_count"": 1}",sp-43d5b1ead7,,Aramark,ev_7014048379e7d06f,2017-09-01,2017,reported end,,True,run ends with no award ever reported — start unknown; start_date unknown; venue never matched the spine — not mappable
Vassar,other,,,,,Compass,2017-09-01,month,,,unknown,,|University Wire; Carlsbad | 2016-10-26,,"{""needs_review"": true, ""review_reasons"": [""venue never matched the spine \u2014 not mappable""], ""known_through"": ""2017-09-01"", ""event_count"": 1, ""sub_brands"": [""Bon App\u00e9tit""]}",sp-6c383b6eb2,,Compass,ev_01152f2742c53669,2017-09-01,2017,evidence stops here; the end is unknown,,True,venue never matched the spine — not mappable
Ville Grill,other,,,,,Sodexo,,,2016-08-01,approx,ended,lost_bid,|University Wire; Carlsbad | 2016-09-03,,"{""needs_review"": true, ""review_reasons"": [""run ends with no award ever reported \u2014 start unknown"", ""start_date unknown"", ""venue never matched the spine \u2014 not mappable""], ""known_through"": ""2016-08-01"", ""event_count"": 1}",sp-1e382aabbc,,Sodexo,ev_19612d8dd1f9846d ev_cc41f3a8a5c4d46c,2016-08-01,2016,reported end,,True,run ends with no award ever reported — start unknown; start_date unknown; venue never matched the spine — not mappable
Yosemite National Park,other,,,,,Aramark,,,,,unknown,,|Fair Disclosure Wire; Linthicum | 2016-08-10,,"{""needs_review"": true, ""review_reasons"": [""1 undated event(s) could not be placed on the timeline"", ""start_date unknown"", ""venue never matched the spine \u2014 not mappable""], ""known_through"": null, ""event_count"": 1}",sp-8e2acc5ed1,,Aramark,ev_63e00132b530584f,,,evidence stops here; the end is unknown,,True,1 undated event(s) could not be placed on the timeline; start_date unknown; venue never matched the spine — not mappable
Nissan Stadium,stadium,Nashville-Davidson metropolitan government (balance),TN,36.166388888,-86.771388888,Aramark,,,,,unknown,,"|The Tennessean; Nashville, Tenn. | 2016-10-02",,"{""needs_review"": true, ""review_reasons"": [""presence only (initiative) \u2014 operator was here, but no award was reported"", ""start_date unknown""], ""known_through"": ""2016-10-02"", ""event_count"": 1}",sp-095465ccbb,wd-Q1142992,Aramark,ev_824bd8c89d30a04b,2016-10-02,2016,evidence stops here; the end is unknown,,True,"presence only (initiative) — operator was here, but no award was reported; start_date unknown"
Veterans Stadium,stadium,Philadelphia,PA,39.906666666,-75.171111111,Harry M. Stevens,1997-01-01,approx,,,unknown,,|TCA Regional News; Chicago | 2016-07-30,,"{""needs_review"": false, ""review_reasons"": [], ""known_through"": ""1997-01-01"", ""event_count"": 1}",sp-c601bbb5ff,wd-Q1545870,Harry M. Stevens,ev_3eccefa12c893476,1997-01-01,1997,evidence stops here; the end is unknown,,False,
University of Minnesota,other,Minneapolis,MN,44.975,-93.235277777,Aramark,1998-01-01,year,,,unknown,,|University Wire; Carlsbad | 2017-01-19,,"{""needs_review"": false, ""review_reasons"": [], ""known_through"": ""1998-01-01"", ""event_count"": 1}",sp-631b2748ad,wd-Q238101,Aramark,ev_71d0143d9b28035d,1998-01-01,1998,evidence stops here; the end is unknown,,False,
Gies Memorial Stadium,stadium,Champaign,IL,40.099166666,-88.235833333,Sodexo,2015-01-01,year,,,unknown,,"|News Gazette; Champaign, Ill. | 2016-08-07",,"{""needs_review"": false, ""review_reasons"": [], ""known_through"": ""2015-01-01"", ""event_count"": 1}",sp-7f38b67e46,wd-Q3305514,Sodexo,ev_f3c41c9f6493897d,2015-01-01,2015,evidence stops here; the end is unknown,,False,
Drexel University,other,Philadelphia,PA,39.956441,-75.188686,Aramark,2016-01-01,approx,,,unknown,,"|Fair Disclosure Wire; Linthicum | 2016-11-15; |Philadelphia Daily News; Philadelphia, Pa. | 2016-11-03; |Philadelphia Daily News (1960-); Philadelphia, Pennsylvania | 2016-11-03; |Philadelphia Inquirer (1969-); Philadelphia | 2016-11-16; |Philadelphia Inquirer; Philadelphia, Pa. | 2016-11-01; |TCA Regional News; Chicago | 2016-10-31; |University Wire; Carlsbad | 2016-10-28; |Philadelphia Inquirer (1969-); Philadelphia | 2016-11-01",,"{""needs_review"": true, ""review_reasons"": [""re-awarded with no reported end to the previous run"", ""1 undated event(s) could not be placed on the timeline"", ""overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)""], ""known_through"": ""2016-12-11"", ""overlaps_with"": [""Sodexo""], ""event_count"": 3}",sp-ea85b29ed0,wd-Q603034,Aramark,ev_151d52e651c23ef4 ev_5655db073e1031e4 ev_64efa60cf7877d3b ev_92a4f6990b5e30cd ev_9f9a1c4748b3765e ev_1576b0f6277181e2 ev_cbf723b1238b2101 ev_110022717d7259bb ev_4457e59042ed8132 ev_385a03569145ac3a ev_4605d693ee6f70b1,2016-12-11,2016,evidence stops here; the end is unknown,,True,"re-awarded with no reported end to the previous run; 1 undated event(s) could not be placed on the timeline; overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)"
Drexel University,other,Philadelphia,PA,39.956441,-75.188686,Sodexo,2015-05-21,exact,2016-09-20,exact,ended,lost_bid,"|Food Management; Cleveland | 2016-10-20; |The Daily Record; Baltimore, Md. | 2016-10-10; |Philadelphia Inquirer (1969-); Philadelphia | 2016-10-11; |University Wire; Carlsbad | 2016-10-28",,"{""needs_review"": true, ""review_reasons"": [""overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)""], ""known_through"": ""2016-09-20"", ""overlaps_with"": [""Aramark""], ""event_count"": 2, ""sub_brands"": [""SodexoMAGIC"", ""SodexoMagic""]}",sp-9b292eb880,wd-Q603034,Sodexo,ev_54bf40d031fa7244 ev_33650d0abe13f0c7 ev_f5bcd4d07bfd25e2 ev_27cf5d4cc3acfdd0 ev_5ff1a8e1a957888c,2016-09-20,2016,reported end,,True,"overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)"
Drexel University,other,Philadelphia,PA,39.956441,-75.188686,Sodexo,,,2016-12-10,exact,ended,other,|Food Management; Cleveland | 2016-10-20; |University Wire; Carlsbad | 2016-10-21; |University Wire; Carlsbad | 2016-10-06; |Philadelphia Inquirer (1969-); Philadelphia | 2016-10-11,contract expired; no cause reported,"{""needs_review"": true, ""review_reasons"": [""presence only (violation) \u2014 operator was here, but no award was reported"", ""start_date unknown"", ""overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)""], ""known_through"": ""2016-12-10"", ""overlaps_with"": [""Aramark""], ""event_count"": 2, ""sub_brands"": [""SodexoMAGIC"", ""SodexoMagic""]}",sp-6dbbf8e581,wd-Q603034,Sodexo,ev_a37bafd56fdad641 ev_66dd1c7bd79cd51c ev_b65daccf305ed6ec ev_9b69752e4110e409 ev_cc8ebaa2e87c3f73,2016-12-10,2016,reported end,,True,"presence only (violation) — operator was here, but no award was reported; start_date unknown; overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)"
Drexel University,other,Philadelphia,PA,39.956441,-75.188686,Sodexo,,,2016-12-10,exact,ended,lost_bid,"|University Wire; Carlsbad | 2016-10-25; |Philadelphia Inquirer; Philadelphia, Pa. | 2016-11-01; |TCA Regional News; Chicago | 2016-10-31; |Philadelphia Inquirer (1969-); Philadelphia | 2016-11-01",,"{""needs_review"": true, ""review_reasons"": [""run ends with no award ever reported \u2014 start unknown"", ""start_date unknown"", ""overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)""], ""known_through"": ""2016-12-10"", ""overlaps_with"": [""Aramark""], ""event_count"": 1}",sp-bfa4169a44,wd-Q603034,Sodexo,ev_eb06480d77146771 ev_a7cc8b521b277db2 ev_6beccbcecdd23ea5 ev_f6b5a2138034d929 ev_9d6297b9090ee992 ev_f72357eb884f8243,2016-12-10,2016,reported end,,True,"run ends with no award ever reported — start unknown; start_date unknown; overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)"
"Maverick Stadium,Texas",stadium,Arlington,TX,32.729166666,-97.126666666,Aramark,,,2016-06-06,approx,ended,lost_bid,|University Wire; Carlsbad | 2016-08-22,,"{""needs_review"": true, ""review_reasons"": [""run ends with no award ever reported \u2014 start unknown"", ""start_date unknown""], ""known_through"": ""2016-06-06"", ""event_count"": 1}",sp-7ae49c0f41,wd-Q6794182,Aramark,ev_e1e02178446ca129,2016-06-06,2016,reported end,,True,run ends with no award ever reported — start unknown; start_date unknown
"Maverick Stadium,Texas",stadium,Arlington,TX,32.729166666,-97.126666666,Compass,2016-06-06,approx,,,unknown,,|University Wire; Carlsbad | 2016-08-22,,"{""needs_review"": false, ""review_reasons"": [], ""known_through"": ""2016-06-06"", ""event_count"": 1, ""sub_brands"": [""Chartwells""]}",sp-61079a2a54,wd-Q6794182,Compass,ev_3f56dfa6a6530881,2016-06-06,2016,evidence stops here; the end is unknown,,False,
U.S. Bank Stadium,stadium,Minneapolis,MN,44.973889,-93.258056,Aramark,2016-01-01,year,,,unknown,,"|Fair Disclosure Wire; Linthicum | 2016-11-15; |Star Tribune; Minneapolis, Minn. | 2016-11-03; |Star Tribune (1987-); Minneapolis | 2016-11-03; |Star Tribune; Minneapolis, Minn. | 2016-11-02; |TCA Regional News; Chicago | 2016-11-02; |TCA Regional News; Chicago | 2016-11-03",,"{""needs_review"": true, ""review_reasons"": [""3 undated event(s) could not be placed on the timeline""], ""known_through"": ""2016-01-01"", ""event_count"": 4}",sp-ee1e3bbdb9,wd-Q7929512,Aramark,ev_556e2b87ec155c0b ev_afcf646fb820ea39 ev_0e17dc4174d54b02 ev_30169bf1e95fb9e4 ev_1d9b218f0ccdcaa8 ev_a4f21430519ab961 ev_0d78ee36e0ac1ed1,2016-01-01,2016,evidence stops here; the end is unknown,,True,3 undated event(s) could not be placed on the timeline
